"year","colony","nest","species","date","eggs","chicks","stage","notes"
2013,tamiami_west,271,whib,2013-03-30,2,0,,
2013,tamiami_west,271,whib,2013-04-06,2,0,,
2013,tamiami_west,271,whib,2013-04-13,0,2,,
2013,tamiami_west,273,whib,2013-03-30,2,0,,
2013,tamiami_west,273,whib,2013-04-06,2,0,,
2013,tamiami_west,273,whib,2013-04-13,0,2,,
2013,tamiami_west,275,whib,2013-03-30,4,0,,
2013,tamiami_west,275,whib,2013-04-06,3,0,,
2013,tamiami_west,275,whib,2013-04-13,0,1,,
2013,tamiami_west,250,whib,2013-03-30,3,0,,
2013,tamiami_west,250,whib,2013-04-06,3,0,,
2013,tamiami_west,250,whib,2013-04-13,1,2,,
2013,tamiami_west,284,whib,2013-04-06,2,0,,
2013,tamiami_west,284,whib,2013-04-13,0,0,,
2013,tamiami_west,288,whib,2013-04-06,2,0,,
2013,tamiami_west,288,whib,2013-04-13,2,0,,
2013,tamiami_west,290,whib,2013-04-06,2,0,,
2013,tamiami_west,290,whib,2013-04-13,0,2,,
2013,tamiami_west,292,whib,2013-04-06,2,1,,
2013,tamiami_west,292,whib,2013-04-13,0,3,,
2013,tamiami_west,327,sneg,2013-04-27,2,0,,
2013,tamiami_west,327,sneg,2013-05-04,0,2,,
2013,tamiami_west,327,sneg,2013-05-11,0,2,,
2013,tamiami_west,327,sneg,2013-05-17,0,1,,
2013,tamiami_west,294,whib,2013-04-06,3,0,,
2013,tamiami_west,294,whib,2013-04-13,0,1,,
2013,tamiami_west,296,whib,2013-04-06,0,2,,
2013,tamiami_west,296,whib,2013-04-13,0,2,,
2013,tamiami_west,296,whib,2013-04-20,0,0,,
2013,tamiami_west,298,whib,2013-04-06,2,0,,
2013,tamiami_west,298,whib,2013-04-13,0,0,,
2013,tamiami_west,298,whib,2013-04-20,0,0,,
2013,tamiami_west,300,whib,2013-04-06,2,0,,
2013,tamiami_west,300,whib,2013-04-13,0,0,,
2013,tamiami_west,300,whib,2013-04-20,0,0,,
2013,tamiami_west,302,smwh,2013-04-06,1,0,,
2013,tamiami_west,302,smwh,2013-04-13,4,0,,
2013,tamiami_west,302,smwh,2013-04-20,4,0,,
2013,tamiami_west,302,smwh,2013-04-27,4,0,,
2013,tamiami_west,302,smwh,2013-05-04,0,4,,
2013,tamiami_west,304,bcnh,2013-04-06,1,2,,
2013,tamiami_west,304,bcnh,2013-04-13,0,1,,
2013,tamiami_west,304,bcnh,2013-04-20,0,0,,
2013,tamiami_west,304,bcnh,2013-04-27,0,0,empty,
2013,tamiami_west,306,bcnh,2013-04-06,1,3,,
2013,tamiami_west,306,bcnh,2013-04-13,0,2,,
2013,tamiami_west,306,bcnh,2013-04-20,0,1,,
2013,tamiami_west,306,bcnh,2013-04-27,0,0,empty,
2013,tamiami_west,306,bcnh,2013-05-04,0,0,empty,
2013,tamiami_west,308,smhe,2013-04-06,3,0,,
2013,tamiami_west,308,smhe,2013-04-13,0,0,,
2013,tamiami_west,308,smhe,2013-04-20,0,,,
2013,tamiami_west,310,bcnh,2013-04-06,2,0,,
2013,tamiami_west,310,bcnh,2013-04-13,1,1,,
2013,tamiami_west,310,bcnh,2013-04-27,0,0,empty,
2013,tamiami_west,312,bcnh,2013-04-06,0,4,,
2013,tamiami_west,312,bcnh,2013-04-13,0,1,,
2013,tamiami_west,312,bcnh,2013-04-20,0,0,,
2013,tamiami_west,312,bcnh,2013-04-27,0,0,empty,
2013,tamiami_west,314,bcnh,2013-04-06,3,1,,
2013,tamiami_west,314,bcnh,2013-04-13,0,0,empty,
2013,tamiami_west,314,bcnh,2013-04-20,0,0,empty,
2013,tamiami_west,316,smhe,2013-04-06,4,0,,
2013,tamiami_west,316,smhe,2013-04-13,0,0,,
2013,tamiami_west,316,smhe,2013-04-20,0,0,empty,
2013,tamiami_west,318,bcnh,2013-04-06,1,1,,
2013,tamiami_west,318,bcnh,2013-04-13,0,0,,
2013,tamiami_west,318,bcnh,2013-04-20,0,0,empty,
2013,tamiami_west,320,smhe,2013-04-06,3,0,,
2013,tamiami_west,320,smhe,2013-04-13,0,0,,
2013,tamiami_west,320,smhe,2013-04-20,0,0,empty,
2013,tamiami_west,313,trhe,2013-04-13,3,0,,
2013,tamiami_west,313,trhe,2013-04-20,3,0,,
2013,tamiami_west,313,trhe,2013-04-27,3,0,,
2013,tamiami_west,313,trhe,2013-05-04,0,3,,
2013,tamiami_west,313,trhe,2013-05-11,0,3,,
2013,tamiami_west,313,trhe,2013-05-17,0,3,,
2013,tamiami_west,313,trhe,2013-05-24,0,3,,
2013,tamiami_west,322,bcnh,2013-04-06,1,2,,
2013,tamiami_west,322,bcnh,2013-04-13,0,0,,
2013,tamiami_west,322,bcnh,2013-04-20,0,0,empty,
2013,tamiami_west,324,whib,2013-04-06,1,2,,
2013,tamiami_west,324,whib,2013-04-13,0,1,,
2013,tamiami_west,324,whib,2013-04-20,0,0,,
2013,tamiami_west,324,whib,2013-04-27,0,0,empty,
2013,tamiami_west,326,whib,2013-04-06,0,1,,
2013,tamiami_west,326,whib,2013-04-13,0,1,,
2013,tamiami_west,326,whib,2013-04-20,0,0,,
2013,tamiami_west,326,whib,2013-04-27,0,0,empty,
2013,tamiami_west,385,whib,2013-04-06,1,1,,
2013,tamiami_west,385,whib,2013-04-13,0,2,,
2013,tamiami_west,385,whib,2013-04-20,0,0,,
2013,tamiami_west,385,whib,2013-04-27,0,0,empty,
2013,tamiami_west,328,whib,2013-04-06,1,2,,
2013,tamiami_west,328,whib,2013-04-13,0,2,,
2013,tamiami_west,328,whib,2013-04-20,0,0,,
2013,tamiami_west,328,whib,2013-04-27,0,0,empty,
2013,tamiami_west,330,whib,2013-04-06,2,1,,
2013,tamiami_west,330,whib,2013-04-13,0,2,,
2013,tamiami_west,330,whib,2013-04-20,0,0,,
2013,tamiami_west,330,whib,2013-04-27,0,0,empty,
2013,tamiami_west,287,whib,2013-04-06,3,0,,
2013,tamiami_west,287,whib,2013-04-13,0,1,,
2013,tamiami_west,287,whib,2013-04-20,0,0,,
2013,tamiami_west,287,whib,2013-04-27,0,0,empty,
2013,tamiami_west,332,whib,2013-04-06,1,2,,
2013,tamiami_west,332,whib,2013-04-13,0,2,,
2013,tamiami_west,332,whib,2013-04-20,0,0,,
2013,tamiami_west,332,whib,2013-04-27,0,0,empty,
2013,tamiami_west,289,whib,2013-04-06,0,2,,
2013,tamiami_west,289,whib,2013-04-13,0,2,,
2013,tamiami_west,289,whib,2013-04-20,0,0,,
2013,tamiami_west,289,whib,2013-04-27,0,0,empty,
2013,tamiami_west,334,whib,2013-04-06,0,2,,
2013,tamiami_west,334,whib,2013-04-13,0,2,,
2013,tamiami_west,334,whib,2013-04-20,0,0,,
2013,tamiami_west,334,whib,2013-04-27,0,0,empty,
2013,tamiami_west,336,whib,2013-04-06,1,2,,
2013,tamiami_west,336,whib,2013-04-13,0,2,,
2013,tamiami_west,336,whib,2013-04-20,0,0,,
2013,tamiami_west,336,whib,2013-04-27,0,0,empty,
2013,tamiami_west,311,smwh,2013-04-13,3,0,,
2013,tamiami_west,311,smwh,2013-04-27,3,0,,
2013,tamiami_west,311,smwh,2013-05-11,0,1,,
2013,tamiami_west,311,smwh,2013-05-17,0,0,,
2013,tamiami_west,311,smwh,2013-05-24,0,0,,
2013,tamiami_west,338,whib,2013-04-06,1,2,,
2013,tamiami_west,338,whib,2013-04-13,0,2,,
2013,tamiami_west,338,whib,2013-04-20,0,1,,
2013,tamiami_west,338,whib,2013-04-27,0,0,empty,
2013,tamiami_west,291,bcnh,2013-04-06,0,3,,
2013,tamiami_west,291,bcnh,2013-04-13,0,1,,
2013,tamiami_west,291,bcnh,2013-04-20,0,1,,
2013,tamiami_west,291,bcnh,2013-04-27,0,0,empty,
2013,tamiami_west,340,whib,2013-04-06,1,2,,
2013,tamiami_west,340,whib,2013-04-13,0,0,,
2013,tamiami_west,340,whib,2013-04-20,0,0,empty,
2013,tamiami_west,342,whib,2013-04-06,0,3,,
2013,tamiami_west,342,whib,2013-04-13,0,2,,
2013,tamiami_west,342,whib,2013-04-20,0,1,,
2013,tamiami_west,342,whib,2013-04-27,0,0,empty,
2013,tamiami_west,293,whib,2013-04-06,1,2,,
2013,tamiami_west,293,whib,2013-04-13,0,1,,
2013,tamiami_west,293,whib,2013-04-20,0,0,,
2013,tamiami_west,293,whib,2013-04-27,0,0,empty,
2013,tamiami_west,295,whib,2013-04-06,3,0,,
2013,tamiami_west,295,whib,2013-04-13,2,1,,
2013,tamiami_west,295,whib,2013-04-20,0,0,,
2013,tamiami_west,295,whib,2013-04-27,0,0,empty,
2013,tamiami_west,344,trhe,2013-04-06,1,0,,
2013,tamiami_west,344,trhe,2013-04-13,3,0,,
2013,tamiami_west,344,trhe,2013-04-20,3,0,,
2013,tamiami_west,344,trhe,2013-04-27,3,0,,
2013,tamiami_west,344,trhe,2013-05-04,2,1,,
2013,tamiami_west,344,trhe,2013-05-11,2,1,,
2013,tamiami_west,344,trhe,2013-05-17,0,1,,
2013,tamiami_west,344,trhe,2013-05-24,0,1,,
2013,tamiami_west,346,whib,2013-04-06,1,1,,
2013,tamiami_west,346,whib,2013-04-13,0,2,,
2013,tamiami_west,346,whib,2013-04-20,0,2,,
2013,tamiami_west,346,whib,2013-04-27,0,2,,
2013,tamiami_west,346,whib,2013-05-04,0,0,empty,
2013,tamiami_west,348,bcnh,2013-04-06,3,0,,
2013,tamiami_west,348,bcnh,2013-04-13,0,3,,
2013,tamiami_west,348,bcnh,2013-04-20,0,0,,
2013,tamiami_west,348,bcnh,2013-04-27,0,0,empty,
2013,tamiami_west,350,whib,2013-04-06,1,2,,
2013,tamiami_west,350,whib,2013-04-13,0,2,,
2013,tamiami_west,350,whib,2013-04-20,0,0,,
2013,tamiami_west,350,whib,2013-04-27,0,0,empty,
2013,tamiami_west,352,whib,2013-04-06,0,3,,
2013,tamiami_west,352,whib,2013-04-13,0,2,,
2013,tamiami_west,352,whib,2013-04-20,0,0,,
2013,tamiami_west,352,whib,2013-04-27,0,0,empty,
2013,tamiami_west,354,whib,2013-04-06,1,2,,
2013,tamiami_west,354,whib,2013-04-13,0,2,,
2013,tamiami_west,354,whib,2013-04-20,0,0,,
2013,tamiami_west,354,whib,2013-04-27,0,0,empty,
2013,tamiami_west,356,whib,2013-04-06,1,2,,
2013,tamiami_west,356,whib,2013-04-13,0,2,,
2013,tamiami_west,356,whib,2013-04-20,0,0,,
2013,tamiami_west,356,whib,2013-04-27,0,0,empty,
2013,tamiami_west,742,trhe,2013-05-11,0,3,,
2013,tamiami_west,742,trhe,2013-05-17,0,3,,
2013,tamiami_west,742,trhe,2013-05-24,0,3,,
2014,tamiami_west,1,greg,2014-02-21,2,0,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-02-28,0,,empty,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-03-07,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-03-14,0,,empty,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-03-21,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-03-28,0,,empty,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-04-04,0,,empty,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-04-11,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-04-18,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-04-26,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-05-02,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-05-09,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-05-16,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-05-22,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-05-30,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-06-05,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-06-12,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,1,greg,2014-06-20,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,49,greg,2014-02-21,2,0,,
2014,tamiami_west,49,greg,2014-02-28,0,0,,
2014,tamiami_west,49,greg,2014-03-07,0,,empty,
2014,tamiami_west,49,greg,2014-03-14,0,,empty,
2014,tamiami_west,49,greg,2014-03-28,0,,empty,
2014,tamiami_west,49,greg,2014-04-04,0,,empty,
2014,tamiami_west,2,greg,2014-02-21,3,0,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-02-28,0,,empty,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-03-07,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-03-14,0,,empty,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-03-21,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-03-28,0,,empty,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-04-04,0,,empty,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-04-11,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-04-18,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-04-26,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-05-02,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-05-09,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-05-16,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-05-22,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-05-30,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-06-05,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-06-12,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,2,greg,2014-06-20,,,,"SKIP - ON OLD TRAIL"
2014,tamiami_west,74,smhe,2014-02-21,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-02-28,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-03-07,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-03-14,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-03-21,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-03-28,2,0,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-04-04,0,,empty,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-04-11,0,,empty,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-04-18,0,,empty,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-04-26,0,,empty,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-05-02,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-05-09,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-05-16,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-05-22,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-05-30,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-06-05,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-06-12,,,,"4/18 pulled"
2014,tamiami_west,74,smhe,2014-06-20,,,,"4/18 pulled"
2014,tamiami_west,76,trhe,2014-03-28,1,0,,
2014,tamiami_west,76,trhe,2014-04-04,2,0,,
2014,tamiami_west,76,trhe,2014-04-11,2,0,,
2014,tamiami_west,76,trhe,2014-04-18,2,0,,
2014,tamiami_west,76,trhe,2014-04-26,0,2,,
2014,tamiami_west,76,trhe,2014-05-02,0,2,,
2014,tamiami_west,76,trhe,2014-05-09,0,2,,
2014,tamiami_west,76,trhe,2014-05-16,0,,fledged,
2014,tamiami_west,491,smhe,2014-02-21,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-02-28,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-03-07,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-03-14,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-03-21,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-03-28,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-04-04,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-04-11,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-04-18,2,0,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-04-26,3,0,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-05-02,3,0,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-05-09,2,1,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-05-16,0,3,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-05-22,0,3,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-05-30,0,3,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-06-05,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-06-12,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,491,smhe,2014-06-20,,,,"5/9 one egg pipping; WHITE CHICKS"
2014,tamiami_west,401,glib,2014-05-16,2,0,,
2014,tamiami_west,401,glib,2014-05-22,3,0,,
2014,tamiami_west,401,glib,2014-05-30,3,0,,
2014,tamiami_west,401,glib,2014-06-05,0,,empty,
2014,tamiami_west,403,smhe,2014-02-21,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-02-28,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-03-07,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-03-14,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-03-21,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-03-28,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-04-04,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-04-11,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-04-18,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-04-26,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-05-02,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-05-09,,,,"white chicks"
2014,tamiami_west,403,smhe,2014-05-16,3,0,,"white chicks"
2014,tamiami_west,403,smhe,2014-05-22,3,0,,"white chicks"
2014,tamiami_west,403,smhe,2014-05-30,3,0,,"white chicks"
2014,tamiami_west,403,smhe,2014-06-05,1,2,,"white chicks"
2014,tamiami_west,403,smhe,2014-06-12,0,1,,"white chicks"
2014,tamiami_west,403,smhe,2014-06-20,0,,empty,"white chicks"
2014,tamiami_west,405,whib,2014-05-16,2,0,,
2014,tamiami_west,405,whib,2014-05-22,3,0,,
2014,tamiami_west,405,whib,2014-05-30,3,0,,
2014,tamiami_west,405,whib,2014-06-05,1,2,,
2014,tamiami_west,405,whib,2014-06-12,0,3,,
2014,tamiami_west,405,whib,2014-06-20,0,3,,
2014,tamiami_west,407,whib,2014-05-16,2,0,,
2014,tamiami_west,407,whib,2014-05-22,3,0,,
2014,tamiami_west,407,whib,2014-05-30,3,0,,
2014,tamiami_west,407,whib,2014-06-05,1,2,,
2014,tamiami_west,407,whib,2014-06-12,0,2,,
2014,tamiami_west,407,whib,2014-06-20,0,2,,
2014,tamiami_west,364,smhe,2014-04-18,3,0,,
2014,tamiami_west,364,smhe,2014-04-26,3,0,,
2014,tamiami_west,364,smhe,2014-05-02,3,0,,
2014,tamiami_west,364,smhe,2014-05-09,0,3,,
2014,tamiami_west,364,smhe,2014-05-16,0,3,,
2014,tamiami_west,364,smhe,2014-05-22,0,,fledged,
2014,tamiami_west,294,trhe,2014-04-26,3,0,,
2014,tamiami_west,294,trhe,2014-05-02,3,0,,
2014,tamiami_west,294,trhe,2014-05-09,3,0,,
2014,tamiami_west,294,trhe,2014-05-16,2,1,,
2014,tamiami_west,294,trhe,2014-05-22,0,3,,
2014,tamiami_west,294,trhe,2014-05-30,0,3,,
2014,tamiami_west,294,trhe,2014-06-05,0,,fledged,
2014,tamiami_west,409,whib,2014-05-16,3,0,,
2014,tamiami_west,409,whib,2014-05-22,0,,empty,
2014,tamiami_west,409,whib,2014-05-30,0,,empty,
2014,tamiami_west,351,whib,2014-05-22,3,0,,
2014,tamiami_west,351,whib,2014-05-30,0,,empty,
2014,tamiami_west,351,whib,2014-06-05,0,,empty,
2014,tamiami_west,417,whib,2014-02-21,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-02-28,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-03-07,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-03-14,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-03-21,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-03-28,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-04-04,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-04-11,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-04-18,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-04-26,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-05-02,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-05-09,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-05-16,2,0,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-05-22,2,0,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-05-30,0,0,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-06-05,0,,empty,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-06-12,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,417,whib,2014-06-20,,,,"5/30 both eggs broken in nest and predated; 6/5 still some egg fragments - pulled"
2014,tamiami_west,338,smhe,2014-04-11,3,0,,
2014,tamiami_west,338,smhe,2014-04-18,3,0,,
2014,tamiami_west,338,smhe,2014-04-26,3,0,,
2014,tamiami_west,338,smhe,2014-05-02,0,0,,
2014,tamiami_west,338,smhe,2014-05-09,0,0,empty,
2014,tamiami_west,254,trhe,2014-04-11,3,0,,
2014,tamiami_west,254,trhe,2014-04-18,3,0,,
2014,tamiami_west,254,trhe,2014-04-26,3,0,,
2014,tamiami_west,254,trhe,2014-05-02,0,3,,
2014,tamiami_west,254,trhe,2014-05-09,0,3,,
2014,tamiami_west,254,trhe,2014-05-16,0,3,,
2014,tamiami_west,254,trhe,2014-05-22,0,,fledged,
2014,tamiami_west,4,greg,2014-02-21,2,0,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-02-28,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-03-07,0,,empty,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-03-14,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-03-21,0,,empty,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-03-28,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-04-04,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-04-11,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-04-18,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-04-26,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-05-02,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-05-09,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-05-16,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-05-22,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-05-30,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-06-05,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-06-12,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,4,greg,2014-06-20,,,,"3/21 pulled before we stopped nest check for the day"
2014,tamiami_west,117,greg,2014-02-21,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-02-28,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-03-07,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-03-14,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-03-21,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-03-28,2,0,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-04-04,0,,empty,"4/4 pulled"
2014,tamiami_west,117,greg,2014-04-11,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-04-18,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-04-26,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-05-02,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-05-09,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-05-16,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-05-22,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-05-30,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-06-05,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-06-12,,,,"4/4 pulled"
2014,tamiami_west,117,greg,2014-06-20,,,,"4/4 pulled"
2014,tamiami_west,80,trhe,2014-02-21,,,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-02-28,,,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-03-07,,,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-03-14,,,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-03-21,,,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-03-28,3,0,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-04-04,3,0,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-04-11,3,0,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-04-18,2,1,,"4/26 one dead egg; 5/2 one dead egg"
2014,tamiami_west,80,trhe,2014-04-26,1,2,,"4/26 one dead egg; 5/2 one dead egg"
